time;m_acc_x;m_acc_y;m_acc_z;m_accG_x;m_accG_y;m_accG_z;m_rotTate_alpha;m_rotTate_beta;m_rotTate_gamma;steps;distance
470775.0;2.8000000000000003;3.5;7.1000000000000005;6.4;-1.3;15.0;-102.5;17.300000000000004;-12.4;862.9680000000046;810.7352941176464
470791.0;2.7;3.7;7.7;6.4;-1.3;15.0;-102.5;17.300000000000004;-12.4;862.9840000000047;810.7647058823522
470808.0;1.7000000000000002;4.3;8.9;5.1000000000000005;-0.7000000000000001;16.6;-96.5;20.6;-12.2;864.0083333333333;810.823529411764
470825.0;1.8;4.9;9.1;5.4;-0.4;17.0;-85.1;22.2;-5.300000000000001;864.025;810.8529411764698
470842.0;1.7000000000000002;5.2;10.6;5.1000000000000005;-0.2;18.3;-51.50000000000001;-3.0;13.1;864.0416666666666;810.8823529411757
470858.0;1.5;5.5;11.4;4.9;0.4;19.8;-51.50000000000001;-3.0;13.1;864.0583333333333;810.9117647058815
470875.0;1.5;6.5;13.0;5.2;1.5;20.4;-25.300000000000004;-4.6;31.7;864.0749999999999;810.9411764705874
470892.0;2.8000000000000003;7.4;11.0;6.5;2.2;17.900000000000002;70.8;9.8;61.0;864.0916666666666;810.9705882352932
470912.0;4.2;7.0;6.1000000000000005;7.5;1.9;14.0;109.6;-4.300000000000001;49.9;864.1166666666666;811.0147058823529
470926.0;4.4;5.1000000000000005;3.1;7.7;0.6000000000000001;11.7;124.6;-24.1;30.000000000000004;864.1333333333332;811.0441176470588
470942.0;4.1000000000000005;3.9;2.5;7.300000000000001;-1.0;11.0;124.6;-24.1;30.000000000000004;864.1499999999999;811.0735294117646
470958.0;3.0;1.9;3.4000000000000004;6.4;-2.3000000000000003;12.2;109.3;-45.8;0.8;864.1666666666665;811.1029411764705
470975.0;1.7000000000000002;0.8;4.6000000000000005;5.4;-3.0;13.3;106.9;-41.8;-0.8;864.1833333333332;811.1323529411764
470991.0;1.2000000000000002;0.5;4.800000000000001;4.800000000000001;-3.1;13.7;106.9;-41.8;-0.8;864.1999999999998;811.1617647058822
471010.0;0.5;0.5;4.4;4.1000000000000005;-2.7;13.0;119.4;-14.6;1.9;864.2166666666665;811.1911764705881
471025.0;-0.4;0.6000000000000001;2.7;3.4000000000000004;-2.3000000000000003;11.6;128.20000000000002;-2.8;2.6;864.2333333333331;811.2205882352939
471041.0;-0.8;0.6000000000000001;1.8;2.8000000000000003;-2.0;10.0;128.20000000000002;-2.8;2.6;864.2499999999998;811.2499999999998
471058.0;-1.3;0.3;-0.4;2.5;-2.0;8.5;138.29999999999998;1.5;3.9;864.2666666666664;811.2794117647056
471075.0;-1.5;-0.3;-1.8;2.4000000000000004;-2.1;7.5;154.5;-21.4;11.7;864.2833333333331;811.3088235294115
471091.0;-1.5;-1.0;-2.0;2.5;-2.3000000000000003;7.300000000000001;158.2;-38.0;17.1;864.2999999999997;811.3382352941173
471108.0;-1.4;-1.3;-1.6;2.8000000000000003;-2.4000000000000004;8.0;158.2;-38.0;17.1;864.3166666666664;811.3676470588232
471125.0;-1.1;-1.8;-0.6000000000000001;3.2;-2.4000000000000004;8.700000000000001;167.79999999999998;-52.80000000000001;20.0;864.333333333333;811.397058823529
471141.0;-1.0;-2.1;-0.5;3.2;-2.4000000000000004;8.700000000000001;167.79999999999998;-52.80000000000001;20.0;864.3499999999997;811.4264705882349
471158.0;-1.0;-3.0;-1.0;3.5;-2.8000000000000003;7.9;172.5;-50.7;15.5;864.3666666666663;811.4558823529408
471175.0;-0.9;-3.5;-1.4;3.7;-2.8000000000000003;7.6;172.4;-49.50000000000001;8.5;864.383333333333;811.4852941176466
471191.0;-0.7000000000000001;-3.8;-1.3;4.0;-2.7;7.7;157.70000000000002;-46.3;-18.1;864.3999999999996;811.5147058823525
471208.0;-0.5;-3.9;-0.8;4.4;-2.5;8.200000000000001;157.70000000000002;-46.3;-18.1;864.4166666666663;811.5441176470583
471225.0;-0.5;-4.5;-0.6000000000000001;4.2;-2.9000000000000004;7.9;148.60000000000002;-37.8;-39.400000000000006;864.4333333333329;811.5735294117642
471241.0;-0.7000000000000001;-5.6000000000000005;-1.0;4.1000000000000005;-3.4000000000000004;7.6;120.8;-15.9;-77.9;864.4499999999996;811.60294117647
471258.0;-0.7000000000000001;-6.6000000000000005;-1.0;4.0;-4.0;7.5;100.70000000000002;-9.6;-88.3;864.4666666666662;811.6323529411759
471276.0;-0.8;-7.7;-0.5;3.9;-4.6000000000000005;7.800000000000001;83.2;-8.4;-93.3;864.4833333333329;811.6617647058818
471292.0;-1.0;-8.1;-0.1;3.5;-5.1000000000000005;8.4;68.3;-7.8;-92.90000000000002;864.4999999999995;811.6911764705876
471310.0;-1.3;-8.8;0.7000000000000001;3.1;-5.5;9.0;53.9;-2.6;-89.70000000000002;864.5166666666662;811.7205882352935
471325.0;-1.5;-9.0;0.8;2.5;-5.5;9.1;53.9;-2.6;-89.70000000000002;864.5333333333328;811.7499999999993
471341.0;-2.1;-9.0;0.7000000000000001;2.3000000000000003;-5.4;8.700000000000001;39.400000000000006;8.700000000000001;-85.0;864.5499999999995;811.7794117647052
471360.0;-1.4;-9.2;-0.4;2.9000000000000004;-5.6000000000000005;7.800000000000001;13.3;9.8;-76.5;864.5666666666662;811.808823529411
471375.0;-1.0;-9.5;-0.7000000000000001;2.9000000000000004;-5.6000000000000005;7.800000000000001;-9.5;2.3;-77.5;864.5833333333328;811.8382352941169
471392.0;-0.4;-10.2;-1.1;3.5;-6.800000000000001;7.1000000000000005;-9.5;2.3;-77.5;864.5999999999995;811.8676470588227
471408.0;-0.8;-10.3;-1.4;2.6;-6.7;7.0;-79.39999999999999;8.700000000000001;-75.2;864.6249999999994;811.9117647058815
471425.0;-2.3000000000000003;-9.2;-1.0;1.3;-5.9;7.7;-109.7;12.8;-64.9;864.6416666666661;811.9411764705874
471442.0;-2.8000000000000003;-8.200000000000001;0.5;0.8;-5.4;9.1;-126.3;9.8;-47.3;864.6583333333327;811.9705882352932
471462.0;-2.2;-7.6;1.7000000000000002;1.2000000000000002;-5.300000000000001;10.3;-131.4;4.2;-25.4;864.6833333333327;812.013698630137
471475.0;-1.8;-7.300000000000001;1.9;1.9;-5.2;10.8;-129.60000000000002;-5.0;-0.2;864.6999999999994;812.041095890411
471494.0;-1.0;-6.9;2.3000000000000003;2.6;-5.300000000000001;11.2;-124.1;-16.5;24.9;864.716666666666;812.0684931506851
471508.0;-0.8;-6.7;2.3000000000000003;3.0;-5.1000000000000005;11.0;-124.1;-16.5;24.9;864.7333333333327;812.0958904109591
471527.0;-0.9;-5.6000000000000005;1.4;2.8000000000000003;-4.5;10.1;-120.4;-15.6;68.80000000000001;864.7499999999993;812.1232876712331
471544.0;-0.9;-3.9;0.2;2.9000000000000004;-3.5;9.1;-124.0;-9.7;85.80000000000001;864.766666666666;812.1506849315072
471558.0;-0.7000000000000001;-3.1;-0.2;3.5;-2.3000000000000003;8.5;-124.0;-9.7;85.80000000000001;864.7833333333326;812.1780821917812
471576.0;0.1;-1.1;-0.9;4.1000000000000005;-1.1;7.9;-126.60000000000002;-5.4;96.5;864.7999999999993;812.2054794520552
471591.0;0.7000000000000001;0.7000000000000001;-1.5;4.6000000000000005;-0.1;7.300000000000001;-125.3;0.5;90.3;864.8166666666659;812.2328767123292
471609.0;1.1;2.0;-2.3000000000000003;4.800000000000001;0.7000000000000001;6.6000000000000005;-126.20000000000002;5.1000000000000005;76.7;864.8333333333326;812.2602739726033
471625.0;1.0;2.6;-2.6;4.7;1.1;6.1000000000000005;-126.20000000000002;5.1000000000000005;76.7;864.8499999999992;812.2876712328773
471641.0;0.8;3.3000000000000003;-2.9000000000000004;4.4;1.3;5.9;-131.9;8.100000000000001;43.1;864.8666666666659;812.3150684931513
471658.0;0.4;3.5;-2.4000000000000004;4.1000000000000005;1.1;6.2;-131.5;4.0;26.700000000000003;864.8833333333325;812.3424657534254
471674.0;0.2;3.5;-2.2;3.7;0.6000000000000001;6.5;-131.5;4.0;26.700000000000003;864.8999999999992;812.3698630136994
471691.0;-0.1;3.2;-1.6;3.6;0.0;7.0;-131.79999999999998;1.3;13.900000000000002;864.9166666666658;812.3972602739734
471708.0;-0.1;3.1;-0.7000000000000001;3.6;-0.3;7.7;-137.0;-2.3;-0.8;864.9333333333325;812.4246575342474
471725.0;0.0;3.1;0.0;3.9;-0.6000000000000001;9.1;-138.7;-3.5;-6.4;864.9499999999991;812.4520547945215
471741.0;0.4;3.1;1.9;4.2;-0.9;10.3;-138.7;-3.5;-6.4;864.9666666666658;812.4794520547955
471759.0;0.6000000000000001;3.1;3.2;4.3;-1.2000000000000002;11.4;-137.0;2.7;-16.8;864.9833333333324;812.5068493150695
471778.0;0.6000000000000001;3.1;5.2;4.3;-1.4;13.0;-133.50000000000003;12.7;-15.5;866.0079365079365;812.5616438356176
471793.0;1.0;3.4000000000000004;6.5;4.7;-1.3;14.0;-123.6;22.5;-12.3;866.0238095238095;812.5890410958916
471808.0;1.2000000000000002;3.6;6.7;4.9;-1.3;14.4;-123.6;22.5;-12.3;866.0396825396825;812.6164383561656
471825.0;1.3;3.9;7.300000000000001;4.9;-1.3;14.9;-101.9;23.800000000000004;-6.1000000000000005;866.0555555555555;812.6438356164397
471842.0;1.5;3.9;8.5;5.1000000000000005;-1.4;15.9;-90.1;15.7;1.3;866.0714285714286;812.6712328767137
471864.0;1.5;4.3;10.4;5.0;-1.3;17.5;-73.0;14.7;12.8;866.0873015873016;812.6986301369877
471875.0;1.6;4.7;10.8;5.300000000000001;-0.7000000000000001;18.1;-49.2;21.500000000000004;26.9;866.1031746031746;812.7260273972618
471891.0;2.8000000000000003;5.300000000000001;10.4;6.300000000000001;-0.3;17.8;-24.5;14.5;31.4;866.1190476190476;812.7534246575358
471908.0;3.2;5.300000000000001;10.4;6.5;-0.5;18.1;-24.5;14.5;31.4;866.1349206349206;812.7808219178098
471924.0;3.0;5.0;11.0;6.1000000000000005;-0.4;18.7;-4.7;7.9;32.5;866.1507936507936;812.8082191780838
471943.0;2.7;5.6000000000000005;10.5;5.9;0.3;17.900000000000002;46.0;27.4;59.60000000000001;866.1666666666666;812.8356164383579
471959.0;3.0;6.1000000000000005;9.2;6.7;1.1;15.7;82.39999999999999;22.2;69.7;866.1825396825396;812.8630136986319
471978.0;5.0;6.2;4.3;7.800000000000001;1.3;13.0;113.1;-0.2;62.900000000000006;866.1984126984127;812.8904109589059
471992.0;5.2;5.5;3.0;8.1;0.4;11.3;126.20000000000002;-31.7;43.00000000000001;866.2142857142857;812.91780821918
472008.0;4.6000000000000005;3.6;3.1;7.7;-0.9;11.7;124.4;-54.6;24.200000000000003;866.2301587301587;812.945205479454
472024.0;4.2;2.7;3.8;7.2;-2.0;13.1;124.4;-54.6;24.200000000000003;866.2460317460317;812.972602739728
472041.0;3.4000000000000004;1.4;5.1000000000000005;6.6000000000000005;-2.6;14.1;122.4;-60.00000000000001;12.1;866.2698412698412;813.0138888888889
472058.0;2.6;0.4;5.1000000000000005;6.1000000000000005;-3.0;13.9;133.50000000000003;-36.400000000000006;2.9;866.2857142857142;813.0416666666667
472077.0;1.8;0.1;3.8;5.4;-3.0;12.9;140.8;-25.1;1.8000000000000005;866.3015873015872;813.0694444444446
472091.0;1.5;-0.1;2.9000000000000004;4.9;-2.8000000000000003;11.7;140.8;-25.1;1.8000000000000005;866.3174603174602;813.0972222222224
472109.0;0.8;-0.3;1.7000000000000002;4.4;-2.6;10.8;156.6;-19.300000000000004;-0.5;866.3333333333333;813.1250000000002
472125.0;0.0;-0.7000000000000001;0.5;3.7;-2.5;9.8;166.3;-21.0;-1.8000000000000005;866.3492063492063;813.152777777778
472141.0;-0.4;-0.9;-0.1;3.2;-2.4000000000000004;8.8;166.3;-21.0;-1.8000000000000005;866.3650793650793;813.1805555555559
472158.0;-1.0;-1.5;-1.4;2.9000000000000004;-2.5;7.9;173.4;-24.1;-2.2;866.3809523809523;813.2083333333337
472174.0;-1.4;-2.2;-2.1;2.6;-2.7;7.300000000000001;176.10000000000002;-37.8;-2.3;866.3968253968253;813.2361111111115
472191.0;-1.5;-3.1;-2.2;2.7;-2.9000000000000004;7.2;174.00000000000003;-46.0;-1.7;866.4126984126983;813.2638888888894
472208.0;-1.5;-3.4000000000000004;-1.9;2.8000000000000003;-3.1;7.4;174.00000000000003;-46.0;-1.7;866.4285714285713;813.2916666666672
472224.0;-1.4;-3.9;-1.8;3.1;-3.0;7.4;168.6;-51.2;-4.6;866.4444444444443;813.319444444445
472241.0;-1.2000000000000002;-4.0;-1.7000000000000002;3.3000000000000003;-2.8000000000000003;7.2;163.10000000000002;-49.8;-12.2;866.4603174603174;813.3472222222229
472258.0;-1.2000000000000002;-4.4;-2.0;3.4000000000000004;-2.8000000000000003;6.800000000000001;163.10000000000002;-49.8;-12.2;866.4761904761904;813.3750000000007
472274.0;-1.3;-4.9;-2.3000000000000003;3.3000000000000003;-2.9000000000000004;6.4;152.9;-47.1;-24.0;866.4920634920634;813.4027777777785
472291.0;-1.7000000000000002;-5.5;-2.3000000000000003;3.0;-3.1;6.4;117.20000000000002;-39.9;-56.50000000000001;866.5079365079364;813.4305555555563
472308.0;-2.0;-6.0;-2.0;2.5;-3.7;6.7;117.20000000000002;-39.9;-56.50000000000001;866.5238095238094;813.4583333333342
472325.0;-2.5;-7.1000000000000005;-1.2000000000000002;2.1;-4.5;7.4;96.1;-36.6;-72.10000000000001;866.5396825396824;813.486111111112
472341.0;-2.9000000000000004;-8.3;-0.1;1.8;-5.300000000000001;8.3;59.5;-24.4;-88.9;866.5555555555554;813.5138888888898
472358.0;-3.2;-9.3;0.7000000000000001;1.5;-6.0;8.9;45.6;-13.7;-86.89999999999999;866.5714285714284;813.5416666666677
472374.0;-3.2;-9.7;0.9;1.3;-6.4;8.9;45.6;-13.7;-86.89999999999999;866.5873015873015;813.5694444444455
472392.0;-3.4000000000000004;-9.8;0.4;1.0;-6.2;8.3;32.400000000000006;-0.2;-79.3;866.6031746031745;813.5972222222233
472408.0;-3.5;-9.5;-0.5;0.8;-5.9;7.5;8.0;12.8;-58.1;866.626984126984;813.63888888889
472426.0;-2.7;-9.7;-1.5;1.5;-6.2;6.7;-7.200000000000001;4.0;-50.1;866.642857142857;813.6666666666679
472442.0;-2.2;-10.0;-1.7000000000000002;2.3000000000000003;-6.7;6.300000000000001;-7.200000000000001;4.0;-50.1;866.65873015873;813.6944444444457
472458.0;-1.3;-10.4;-1.8;3.0;-7.1000000000000005;6.6000000000000005;-60.3;-18.8;-42.2;866.674603174603;813.7222222222235
472475.0;-1.0;-10.3;-1.4;3.0;-7.1000000000000005;6.6000000000000005;-60.3;-18.8;-42.2;866.690476190476;813.7500000000014
472491.0;-1.1;-9.5;-0.2;2.9000000000000004;-6.300000000000001;8.5;-92.90000000000002;-18.8;-40.4;866.706349206349;813.7777777777792
472509.0;-1.4;-8.200000000000001;0.9;2.9000000000000004;-5.6000000000000005;9.6;-133.4;-6.600000000000001;-29.500000000000004;866.7222222222221;813.805555555557
472525.0;-1.0;-7.5;1.5;3.1;-5.5;10.1;-140.8;-5.2;-21.1;866.7380952380951;813.8333333333348
472544.0;-0.6000000000000001;-7.300000000000001;2.0;3.6;-5.7;10.5;-146.20000000000002;-9.7;-8.3;866.7539682539681;813.8611111111127
472558.0;-0.1;-7.2;2.3000000000000003;4.3;-6.1000000000000005;11.0;-146.20000000000002;-9.7;-8.3;866.7698412698411;813.8888888888905
472575.0;0.5;-7.1000000000000005;2.7;4.800000000000001;-6.300000000000001;11.5;-147.1;-24.8;28.500000000000004;866.7857142857141;813.9166666666683
472591.0;0.7000000000000001;-6.300000000000001;3.0;5.1000000000000005;-6.0;11.7;-146.7;-20.9;49.7;866.8015873015871;813.9444444444462
472610.0;0.4;-4.4;2.3000000000000003;4.800000000000001;-5.0;11.1;-148.5;-6.2;67.7;866.8174603174601;813.972222222224
472625.0;0.2;-3.3000000000000003;1.7000000000000002;4.4;-3.5;10.2;-151.4;5.1000000000000005;77.9;866.8412698412696;814.0126582278481
472641.0;-0.1;-1.1;0.9;4.2;-2.3000000000000003;9.5;-153.4;12.4;80.50000000000001;866.8571428571427;814.0379746835442
472660.0;0.0;0.6000000000000001;0.1;4.2;-1.2000000000000002;8.8;-153.79999999999998;18.0;79.1;866.8730158730157;814.0632911392404
472675.0;0.1;1.3;-0.2;4.2;-0.6000000000000001;8.3;-153.79999999999998;18.0;79.1;866.8888888888887;814.0886075949365
472691.0;0.1;2.4000000000000004;-0.4;4.1000000000000005;-0.2;8.0;-145.5;18.700000000000003;73.0;866.9047619047617;814.1139240506327
472709.0;0.3;3.2;-0.6000000000000001;4.2;0.1;7.800000000000001;-137.60000000000002;11.5;71.6;866.9206349206347;814.1392405063289
472725.0;0.4;3.5;-0.4;4.4;0.3;8.1;-137.60000000000002;11.5;71.6;866.9365079365077;814.164556962025
472741.0;0.6000000000000001;4.1000000000000005;0.4;4.5;0.5;8.700000000000001;-118.7;-2.2;67.9;866.9523809523807;814.1898734177212
472759.0;0.9;4.800000000000001;1.1;4.7;0.8;9.2;-112.5;0.6000000000000001;63.6;866.9682539682537;814.2151898734173
472774.0;1.2000000000000002;5.2;1.4;5.2;1.4;9.7;-112.5;0.6000000000000001;63.6;866.9841269841268;814.2405063291135
472791.0;1.9;6.300000000000001;2.3000000000000003;5.800000000000001;2.0;10.4;-109.3;7.8;53.7;868.008064516129;814.2911392405058
472808.0;2.8000000000000003;7.0;3.2;6.5;2.3000000000000003;11.0;-103.7;28.200000000000003;10.5;868.0241935483871;814.316455696202
472825.0;3.2;6.800000000000001;4.0;6.7;1.9;11.7;-99.1;36.7;-17.799999999999997;868.0403225806451;814.3417721518981
472841.0;3.2;6.5;4.5;6.6000000000000005;1.1;12.3;-99.1;36.7;-17.799999999999997;868.0564516129032;814.3670886075943
472858.0;3.0;5.5;5.0;6.4;0.2;12.5;-87.2;54.7;-57.49999999999999;868.0725806451612;814.3924050632904
472874.0;3.0;4.7;5.0;6.5;-0.6000000000000001;12.6;-83.4;58.2;-68.5;868.0887096774193;814.4177215189866
472891.0;2.8000000000000003;3.9;5.4;6.2;-1.3;12.8;-82.0;61.3;-75.3;868.1048387096773;814.4430379746827
472908.0;2.4000000000000004;3.6;5.6000000000000005;5.7;-1.8;13.1;-82.0;61.3;-75.3;868.1209677419354;814.4683544303789
472925.0;1.6;3.3000000000000003;6.0;4.9;-2.1;13.5;-75.5;61.6;-69.00000000000001;868.1370967741934;814.493670886075
472943.0;0.7000000000000001;3.6;6.1000000000000005;4.1000000000000005;-1.9;13.6;-67.9;57.8;-54.9;868.1532258064515;814.5189873417712
472960.0;0.6000000000000001;3.7;5.9;4.1000000000000005;-1.8;13.5;-67.9;57.8;-54.9;868.1693548387095;814.5443037974674
472974.0;0.4;3.6;6.9;3.6;-2.0;14.8;-49.50000000000001;15.000000000000002;-23.3;868.1854838709676;814.5696202531635
472991.0;-0.1;3.6;7.9;2.8000000000000003;-1.9;16.5;-34.300000000000004;4.4;6.4;868.2016129032256;814.5949367088597
473008.0;-0.8;4.1000000000000005;9.8;2.6;-1.0;17.8;-34.300000000000004;4.4;6.4;868.2177419354837;814.6202531645558
473025.0;-0.2;5.5;10.7;3.7;0.4;18.5;-6.8;0.9000000000000001;44.10000000000001;868.2338709677417;814.645569620252
473041.0;2.3000000000000003;6.9;10.6;5.800000000000001;1.5;18.2;83.70000000000002;-10.2;90.8;868.2499999999998;814.6708860759481
473058.0;4.2;6.7;7.5;7.2;1.5;15.6;125.4;-17.1;77.5;868.2661290322578;814.6962025316443
473076.0;4.2;5.9;5.7;7.0;0.4;12.9;125.4;-17.1;77.5;868.2822580645159;814.7215189873405
473091.0;3.5;4.0;3.6;6.5;-0.9;12.1;138.29999999999998;-36.9;35.2;868.2983870967739;814.7468354430366
473109.0;2.8000000000000003;2.4000000000000004;3.6;5.9;-1.9;12.2;131.0;-37.3;24.0;868.314516129032;814.7721518987328
473125.0;2.3000000000000003;1.8;3.6;5.2;-2.4000000000000004;12.6;131.0;-37.3;24.0;868.33064516129;814.7974683544289
473142.0;1.5;0.9;4.1000000000000005;4.7;-2.9000000000000004;13.2;130.4;-39.50000000000001;18.200000000000003;868.3467741935481;814.8227848101251
473158.0;0.7000000000000001;-0.1;4.0;4.0;-3.3000000000000003;12.9;148.4;-33.400000000000006;18.0;868.3629032258061;814.8481012658212
473175.0;-0.3;-0.6000000000000001;2.3000000000000003;3.2;-3.4000000000000004;11.5;155.4;-26.300000000000004;25.7;868.3790322580642;814.8734177215174
473192.0;-0.7000000000000001;-0.7000000000000001;1.4;2.7;-3.1;10.1;155.4;-26.300000000000004;25.7;868.3951612903222;814.8987341772136
473209.0;-1.1;-0.8;-0.1;2.5;-2.7;9.1;165.8;-33.9;47.2;868.4112903225803;814.9240506329097
473227.0;-1.0;-0.6000000000000001;-0.9;2.7;-2.1;8.5;173.5;-48.50000000000001;54.8;868.4274193548383;814.9493670886059
473242.0;-0.6000000000000001;-0.6000000000000001;-1.3;3.2;-1.8;8.1;180.6;-66.1;55.60000000000001;868.4435483870964;814.974683544302
473259.0;-0.4;-0.8;-1.3;3.8;-1.6;8.200000000000001;180.6;-66.1;55.60000000000001;868.4677419354834;815.0151515151515
473284.0;0.1;-1.7000000000000002;-0.2;4.5;-1.9;9.1;185.1;-88.00000000000001;35.5;868.4838709677415;815.0454545454545
473291.0;0.0;-2.2;0.0;4.5;-1.9;9.1;181.2;-81.3;17.300000000000004;868.4999999999995;815.0757575757575
473308.0;-0.1;-2.6;0.0;4.5;-2.3000000000000003;8.9;181.2;-81.3;17.300000000000004;868.5161290322576;815.1060606060605
473324.0;-0.4;-3.5;-0.2;4.4;-2.7;8.700000000000001;159.3;-58.7;-22.5;868.5322580645156;815.1363636363635
473343.0;-0.8;-4.4;-0.3;4.1000000000000005;-3.0;8.5;144.70000000000002;-49.1;-40.2;868.5483870967737;815.1666666666665
473362.0;-1.3;-5.0;0.1;3.8;-3.2;8.700000000000001;132.2;-42.8;-54.9;868.5645161290317;815.1969696969695
473378.0;-1.3;-5.2;0.3;3.8;-3.1;8.9;132.2;-42.8;-54.9;868.5806451612898;815.2272727272725
473391.0;-1.1;-5.800000000000001;0.3;3.9;-3.3000000000000003;8.700000000000001;115.7;-39.1;-86.1;868.5967741935478;815.2575757575755
473408.0;-1.1;-6.7;0.4;4.0;-3.7;8.6;103.9;-43.00000000000001;-101.9;868.6209677419349;815.30303030303
473425.0;-1.2000000000000002;-7.300000000000001;0.6000000000000001;3.8;-4.5;9.0;103.9;-43.00000000000001;-101.9;868.637096774193;815.333333333333
473442.0;-1.6;-8.8;1.6;3.3000000000000003;-5.6000000000000005;9.8;72.80000000000001;-43.8;-119.30000000000004;868.653225806451;815.363636363636
473458.0;-2.5;-10.2;2.7;2.4000000000000004;-6.5;10.6;55.7;-26.5;-112.6;868.6693548387091;815.393939393939
473475.0;-3.2;-10.6;3.0;1.2000000000000002;-6.7;10.9;55.7;-26.5;-112.6;868.6854838709671;815.424242424242
473491.0;-4.0;-10.5;2.3000000000000003;0.7000000000000001;-6.5;9.7;42.1;0.9000000000000001;-96.4;868.7016129032252;815.454545454545
473508.0;-3.6;-10.6;0.4;1.0;-6.6000000000000005;8.1;25.1;18.9;-67.5;868.7177419354832;815.484848484848
473525.0;-3.3000000000000003;-10.8;-0.5;1.4;-7.0;6.800000000000001;4.300000000000001;15.6;-57.9;868.7338709677413;815.515151515151
473541.0;-2.9000000000000004;-11.2;-1.7000000000000002;1.4;-7.0;6.0;4.300000000000001;15.6;-57.9;868.7499999999993;815.545454545454
473558.0;-3.1;-10.4;-2.3000000000000003;1.0;-6.300000000000001;5.7;-61.7;26.300000000000004;-36.400000000000006;868.7661290322574;815.575757575757
473575.0;-3.3000000000000003;-8.8;-2.4000000000000004;0.7000000000000001;-5.1000000000000005;5.7;-91.2;30.6;-24.4;868.7822580645154;815.60606060606
473591.0;-3.1;-8.1;-2.2;1.3;-4.5;6.300000000000001;-91.2;30.6;-24.4;868.7983870967735;815.6363636363631
473608.0;-2.1;-7.7;-1.3;2.1;-4.800000000000001;7.4;-112.9;26.700000000000003;-12.7;868.8145161290315;815.6666666666661
473624.0;-0.8;-7.6;0.0;3.3000000000000003;-5.1000000000000005;8.700000000000001;-134.10000000000002;-4.7;17.300000000000004;868.8306451612896;815.6969696969691
473641.0;0.4;-7.4;1.4;4.4;-5.300000000000001;10.0;-134.6;-20.0;35.3;868.8467741935476;815.7272727272721
473658.0;0.8;-7.1000000000000005;1.7000000000000002;5.0;-5.1000000000000005;10.5;-134.6;-20.0;35.3;868.8629032258057;815.7575757575751
473674.0;1.0;-5.7;1.7000000000000002;5.2;-4.2;10.2;-133.3;-22.4;65.4;868.8790322580637;815.7878787878781
473692.0;1.2000000000000002;-3.8;0.6000000000000001;5.5;-3.1;9.3;-135.7;-15.1;71.10000000000001;868.8951612903218;815.8181818181811
473710.0;1.5;-1.7000000000000002;-0.9;5.800000000000001;-1.7000000000000002;7.9;-140.3;-11.3;68.0;868.9112903225798;815.8484848484841
473726.0;1.7000000000000002;-0.8;-1.6;6.0;-0.6000000000000001;6.7;-140.3;-11.3;68.0;868.9274193548379;815.8787878787871
473742.0;1.5;0.4;-3.1;5.800000000000001;-0.2;5.4;-155.70000000000002;-21.7;35.5;868.9435483870959;815.9090909090901
473758.0;0.7000000000000001;0.7000000000000001;-4.2;5.300000000000001;-0.4;4.3;-166.5;-36.5;22.1;868.959677419354;815.9393939393931
473774.0;0.3;0.7000000000000001;-4.3;4.800000000000001;-0.7000000000000001;4.3;-166.5;-36.5;22.1;868.975806451612;815.9696969696961
473795.0;0.1;1.1;-2.8000000000000003;5.0;-0.8;6.1000000000000005;-184.2;-71.5;12.8;869.0083333333333;816.0253164556962
473808.0;0.3;1.3;1.7000000000000002;5.300000000000001;-1.1;9.7;-174.3;-68.60000000000001;7.1000000000000005;869.025;816.0506329113923
473825.0;-0.1;1.2000000000000002;4.5;5.0;-1.5;12.0;-151.9;-45.5;3.1;869.0416666666666;816.0759493670885
473841.0;-0.2;1.2000000000000002;4.9;4.800000000000001;-1.7000000000000002;12.2;-129.4;-7.0;2.2;869.0583333333333;816.1012658227846
473858.0;-0.4;1.6;3.0;4.6000000000000005;-1.5;10.4;-119.4;26.40000000000001;2.0;869.0749999999999;816.1265822784808
473874.0;-0.4;2.0;2.0;4.5;-1.3;8.700000000000001;-119.4;26.40000000000001;2.0;869.0916666666666;816.1518987341769
473891.0;-0.3;2.3000000000000003;0.7000000000000001;4.6000000000000005;-1.4;8.200000000000001;-119.4;42.0;1.7;869.1083333333332;816.1772151898731
473908.0;0.0;2.4000000000000004;1.3;4.800000000000001;-1.6;9.1;-128.4;33.800000000000004;5.6;869.1249999999999;816.2025316455693
473925.0;0.3;2.4000000000000004;2.3000000000000003;4.800000000000001;-1.6;9.1;-128.4;33.800000000000004;5.6;869.1416666666665;816.2278481012654
473941.0;1.3;2.4000000000000004;4.2;6.2;-2.1;11.9;-124.2;30.200000000000003;13.200000000000005;869.1583333333332;816.2531645569616
473959.0;2.1;2.4000000000000004;5.300000000000001;6.800000000000001;-2.4000000000000004;12.8;-100.2;15.5;27.3;869.1749999999998;816.2784810126577
473974.0;2.8000000000000003;2.4000000000000004;6.4;7.300000000000001;-2.7;13.6;-92.6;10.0;36.1;869.1916666666665;816.3037974683539
473991.0;3.0;2.3000000000000003;7.0;7.6;-2.8000000000000003;14.9;-92.6;10.0;36.1;869.2083333333331;816.32911392405
474011.0;3.3000000000000003;3.6;9.6;7.6;-2.1;16.3;-80.2;9.2;61.3;869.2249999999998;816.3544303797462
